nama,reviews,rating
Irfan S. Purwana,Menu makanan dan minuman nya sangat variatif,5 bintang
Fany Latupeirissa,Suasananya sangat menyenangkan. Makanannya n minumannya sangat recomended. Dipertahankan mutunta ya,5 bintang
Lady Destine Prasetyo,"makanan nya enak, harganya terjangkau",5 bintang
Adhe Indrajaya,Tempatnya cozy dan makanannya enak²,5 bintang
Anita Djie,Makanannya bervariasi mulai dari Western sampai Asian dengan rasa yang enak-enak. Paling favorit sama minuman kopinya ❤️,5 bintang
Fengky Kustanto,"Pelayanan dan servis *****
Suasana modern, cozy n vibes *****
Harga sekelas cafe msh oke **** …",4 bintang
Lista Lita,"Bagus sekali pelayanannya, menanyakan kritik dan saran. Menawarkan menu, cleaning, dll. Caffe seperti ini yang luar biasa👍",5 bintang
Fengky Kustanto,"Pelayanan dan servis *****
Suasana modern, cozy n vibes *****
Harga sekelas cafe msh oke ****
Minus:
Makanan yg disajikan sayang sdh dingin dan efekx pd rasa yg tdk enak lg. Komplain ke waiter ktx kesalahan dapur makanan lama di dapur sdh masak tdk dikeluarkan dan parahnya tdk ada kompensasi lg kpd konsumen. 👎",4 bintang
Nuryanti Meliana,"Makanannya enak, rasanya pas tidak mengecewakan❤️",5 bintang
Yana Andi,Nyaman tempatnya bagus,5 bintang
Rafi Rachman,"Tempat nya bagus, hanya pada saat pemesanan makanan ada menu yang saya pesan tidak disajikan padahal saya sudah sampaikan pesanan saya belum ada",4 bintang
Made Satya,Makanannya enak playanan baik dan ramah,5 bintang
Nurhikma Irnha90,Enak makanannya cuma..makananx terlalu lama baru datang..mungkin karma banyak orang,4 bintang
fitra ondy,"Tempat sangatlah bersih, makanan nya sangat rekomendasi,dan suasana sangat bagus Pokoknya the best 👌👌 …",5 bintang
Muhammad Arfan Z,Makanannya enak-enak...,5 bintang
Pak Syarul,Bagus tempat nya nyajikan khas makassar menu enak2,5 bintang
Clarice Sienes,Tempat nyaman dan makanannya enak,5 bintang
Winny Wijaya,Iga bakar nya enak.,4 bintang
fitra ondy,"Tempat sangatlah bersih, makanan nya sangat rekomendasi,dan suasana sangat bagus Pokoknya the best 👌👌",5 bintang
Sunshine Me,"Tempat yg cozy utk hangout dan menikmati makanan.
Pizza dan saladnya top markotop",5 bintang
Indah 90,Makanan enak dan pelayannya bagus,5 bintang
Eky supomo,"Untuk pelayanan sangat baik dan cepat, untuk soal menu makanan juga beragam macam-macam makanan yang di hidangkan. The best",5 bintang
zul fadly y nu'mang,Suasana dan makanannya enak...👍 …,5 bintang
Khaerunnisa H Haeruddin,"Pelayanannya sangat mantap, makanannya enak2, plating makanannya bagus, parkirannya aman.",5 bintang
nur anny,"Makanan recommended, nyaman, harga bersahabat, mantap",5 bintang
Stephani,"Pelayanannya sangat baik, rasa makanannya juga enak, suasananya juga nyaman dan tenang. Paling penting, bersih.",5 bintang
Dina Muliana,"Suasana yg comfy, tempat yang asik, pelayanan ramah, dan makanan yang enak 😍
Good recomended 👍 …",5 bintang
solihat,pesenan lama datang nya,4 bintang
Andreas Widiyanto,"Makanan enak, suasana buat santai",5 bintang
zul fadly y nu'mang,Suasana dan makanannya enak...👍,5 bintang
Dina Muliana,"Suasana yg comfy, tempat yang asik, pelayanan ramah, dan makanan yang enak 😍
Good recomended 👍",5 bintang
Fatin Aqifah Kalsum,Affordable dan enak .. tempat juga nyaman,5 bintang
Amaliah Amriani . AS,"Makanannya enak.. buat yang suka pasta atau korean chicken, this cafe menu is one of the top “must try”!!",5 bintang
Eka Pratiwi,"Suasana nya nyaman dan dan makanannya enak, semoga sukses terus🥰 …",5 bintang
melani mei,So far selalu enak makanan n tempatnya,5 bintang
Henri Tansil,Suasananya nyaman..menu nya variatif dan memiliki cita rasa tersendiri..mantappp,5 bintang
dian anggraini,Makanannya enak dan tempatnya bagus,5 bintang
Sigit Aditya,"Makanan sangat enak dan tempatnya sangat nyaman👍👍👍👍
Bintang 5 buat resto ini …",5 bintang
Hanny Kawinda,"Makanan enak, suasana nyaman",5 bintang
yuyun yudi,"Makanannya enak enak cuma iga bakarnya agak sedikit alot,mungkin bisa diperbaiki sedikit",5 bintang
Wahasta Hartadi 0025,"RM baru shg suasana menyenangkan. Makanan enak namun menurut saya kurang cepat penyajiannya, perlu waktu.",5 bintang
Eka Pratiwi,"Suasana nya nyaman dan dan makanannya enak, semoga sukses terus🥰",5 bintang
Sigit Aditya,"Makanan sangat enak dan tempatnya sangat nyaman👍👍👍👍
Bintang 5 buat resto ini",5 bintang
arumi unik,"Instagramable, nyaman",5 bintang
Juliet Tjoputera,Makanannya enak2. Mantap,5 bintang
Fenny Wiriady,Makanan enak dan servicenya good,5 bintang
irwan Igho,Makanan enak dan pelayanannya cepat,5 bintang
Fitri Aryanti Baur,"Makanannya enak2 , cemilannya juga enak2 .. semuanya enakk , ksini bisa dlm seminggu bisa 2,3 x ..👍🏻👍🏻 …",5 bintang
Michelle Foanto,"Makanannya enak, suasana cafenya nyaman.",5 bintang
Muhammad Armansyah,Makanan dan pelayanannya the best,5 bintang
Tommy Ritung,Makanan nya enak.,5 bintang
Jawariaa Rajaab,Recommend lah ini cafe dan menu nya enak dan pelayanan nya bagus,5 bintang
salsabila sanrina,"Pelayanan Super duper baikk,makanan nya tidak mengecewakan,setiap spot bisa untuk foto pokoknya 5 star buat goodfields",5 bintang
zulkhaeratih,"makanannya enak, tempanya cozy, bestt🫶🏻 …",5 bintang
Yuni Arruan,"tempatnya nyaman, pelayananya sangat baik, tidak butuh waktu lama untuk menunggu pesanan",5 bintang
Syamsia A,"Tidak pernah bosan makan di sini, selain pelayanan terbaiknya tentunya dengan menu makanan yang enak bgt",5 bintang
mey88 id,Minuman standar cafe lain. Suasana banguuss buat hangout. Cukup nyaman walaupun servicenya standar.,4 bintang
Hilda A,"Makanan nya enak semua, teman nya juga oke",5 bintang
Kurnia Gusaeni,"Enak dan nyaman dan betah, tp klu custemer psn mknn sesuaikn dgn psnnx, trimksi.",3 bintang
indri lovely86,Pelayan nya gercep bet matap²,5 bintang
Adib Ahmad Fauzan,"pengalaman baik, pelayanan ramah dan cepat serta makanannya enak",5 bintang
gino pesulima,Tempat Makan yang nyaman dengan konsep Hommieee bangettt.. Cocok utk ngedate bareng gebetan atau bareng teman dan keluarga.. 😍😍😍 …,5 bintang
Diana Agnes Thioritz,"Makanannya enak, langganan di sini.",5 bintang
zulkhaeratih,"makanannya enak, tempanya cozy, bestt🫶🏻",5 bintang
gino pesulima,Tempat Makan yang nyaman dengan konsep Hommieee bangettt.. Cocok utk ngedate bareng gebetan atau bareng teman dan keluarga.. 😍😍😍,5 bintang
Nana Rasyid,"Tempatnya nyaman buat nongkrong dan kumpul bareng keluarga.  Makanannya enak, dan minumnya juga sangat segar",5 bintang
Sulfikar A. Goesli,Makanannya enak dan suasananya bagus,5 bintang
Hendrika Lormas Titirloloby,"Tempat makan yang bagus, cantik, banyak spot foto, harganya termasuk untuk murah untuk kalangan cafe seperti ini dan makannya juga enak2.",5 bintang
Roxy Wolf,Ambience dan tempatnya bagus tapi pelayanannya buruk. Dari semua yg layani semua jutek dan tidak ramah jadi ga nyaman. 4 kali minta tolong diantarkan saos baru dibawakan 🙁 …,1 bintang
Anha Pink Channel,Overall smua enak,5 bintang
runthi yano,"Untuk menu2x dan rasax enk ,pas ..suasana t4 jg bersih dan nyaman",4 bintang
Gloyal Pharmacy,Suasana nyaman dan makanan enak,5 bintang
Nurmala Sari,Restoran terbaik kota makassar,5 bintang
pera Kalla,"Harga pricy tapi worth it dengan rasa, cuma kalo siang AC panas yah",5 bintang
Adiba Sinta,Semua makanannya enak dengan harga terjangkau🤏🏻 …,5 bintang
Roxy Wolf,Ambience dan tempatnya bagus tapi pelayanannya buruk. Dari semua yg layani semua jutek dan tidak ramah jadi ga nyaman. 4 kali minta tolong diantarkan saos baru dibawakan 🙁,1 bintang
Adiba Sinta,Semua makanannya enak dengan harga terjangkau🤏🏻,5 bintang
Putri Haderia,"ambiencesny super seru , makananny enak enakk , pelayananny ramah ramah , overall 10/10🤍 …",5 bintang
dhevy almira,"Untuk makanan recomended, khusus daging sapi bakar dimasak sempurna. Menu variatif.  Suasana nyaman dan bersih.",5 bintang
Ricky Simanjuntak,Tempatnya cozy dan makanannya enak pas di lidah,5 bintang
Hajrawati Syamsir,Suasana nyaman staf ramah makanannya enak buntutnya kenyal dagingnya,5 bintang
Liviana Cerah Wigati,"Recomended banget,,
Makanan enak,,
Pelayanan ramah,,,",5 bintang
Ayu Tya,"Tempat nyaman
Makanan enak",5 bintang
Putri Humaira Salsabila,"Ambience nyaman, pelayanan ramah, makanannya enak bgt👍🏻 …",5 bintang
IM,"Tempat makan bersih, makanan enak, cocok bawa keluarga",5 bintang
Anggun Tachie,Restourant sangat comfy makanan enak staff nya ramah semua 😊🩷 …,5 bintang
Miguel Kapoyos,Makanannya dan tempatnya enak,5 bintang
Putri Haderia,"ambiencesny super seru , makananny enak enakk , pelayananny ramah ramah , overall 10/10🤍",5 bintang
Putri Humaira Salsabila,"Ambience nyaman, pelayanan ramah, makanannya enak bgt👍🏻",5 bintang
Anggun Tachie,Restourant sangat comfy makanan enak staff nya ramah semua 😊🩷,5 bintang
Turkey 24,"Secara keseluruhan tempatnya bagus, makanannya juga oke",4 bintang
Mey Liani,enak makananx dan tempatx nyaman,5 bintang
fandi rani,Tempatnya bagus..mkanan enak,5 bintang
Indera Pietra Jaya,"Makanan enak, suasana cozy, cocok untuk kumpul bareng keluarga",5 bintang
Hadawiyah Iqbal,"Sop iga bakar mantul,juz nya enak",5 bintang
Anti Afrianti,"Makanan dan minuman enak2,, harganya juga terjangkau ..",5 bintang
LESLY AMELIA,"tempat sangat cozy, pelayanan dan makanan ok",5 bintang
Lusia Nie,"Sangat menyenangkan, musik asik, menu beragam dan enak, layanan bagus",5 bintang
Salinasanusi 78,Overalll menu makanan dan minuman the best ...mantaf bakal kembali lagi,5 bintang
Sri Rezki Yuniarti,Makanan nya enak,5 bintang
Anders Widyani,"Rasa oke, suasananya juga nyaman.
Harga sebanding dengan suasana dan pelayanan.",5 bintang
hanin palawani,"Good food, good place. Cmn sayang nasi putih nya dingin.",4 bintang
RINI ASTUTI,Nyaman dan makanannya juga enak pelayananya bintang 5 dehh,4 bintang
Xxx,menu favorit andalan gw sop iga rempah mantapp.... sdh sekelian kesini,5 bintang
Radithya Ilyas Wirawan,Makananya boleh cuman pelayanan lama karna sampai teman saya asam lambung naik,1 bintang
andi muhammad yani,"Pelayanan cepat, makanannya enak dan vibes nya nyaman",5 bintang
Deswita Syahrani,tempat nongkrong andalan!!! pelayanan nya ramah pake bangettt!!!! pertahankan ya kakak kakak❤️❤️❤️,5 bintang
Balqis Syahrani Putri indah,"pelayanan nya oke, minumannya manisnya pass!👍🏻❤️ …",5 bintang
Syifa NRifa,"Cafe fav buat hangout di mks. Favorit disini, makanan : panseared chickhen dan minuman : vanilla rum coffee",5 bintang
Dwi Wulan Mari,Makanannya sangat enak dan pelayanannya sangat ramah,5 bintang
Balqis Syahrani Putri indah,"pelayanan nya oke, minumannya manisnya pass!👍🏻❤️",5 bintang
Phillips Kwandou,Lokasi strategis di pusat kota mks.. makanan jg enak 👍 …,5 bintang
widi aditya,tempat nongkrong dgn nuansa nyaman dan menu yg mantap soal rasa.,5 bintang
Hendra Budiyono Ruslim,"Menu makanan lengkap, sesuai selera dr muda sampe tua",5 bintang
Andi Zakiah Safitri,salmon soageti sambal matah menu andalanku setiap makan d sini heheh,5 bintang
Anhy 01,Menunya beragam sangat rekomend dan nyaman tempat nya,5 bintang
Novi Ainur Riza,Tempatnya bagus banget. Makanan dan minumannya enak2. Harganya cukup pri,5 bintang
Suzy Kandani,"Masakan lumayan, pelayanan kurang harga agak mahal mestix cukup ppn tanpa service charge",4 bintang
Ndrop Hose,"Nunggu makanan 1 jam belum keluar. Padahal pesanan normal, nasi goreng, mie kuah",2 bintang
Indriyanti iqbal,"Paling suka k goodfields,makanan.y enak…pelayanan.y ramah…
Stiap k mksr pasti mkn.y d goodfields…mantap deh pokok.y👍👍 …",5 bintang
Ismi Jamaluddin,Tempatnya bagus.. nyaman.. Pelayanan jg baik dan cepat,5 bintang
Phillips Kwandou,Lokasi strategis di pusat kota mks.. makanan jg enak 👍,5 bintang
Indriyanti iqbal,"Paling suka k goodfields,makanan.y enak…pelayanan.y ramah…
Stiap k mksr pasti mkn.y d goodfields…mantap deh pokok.y👍👍",5 bintang
Surya Diansyah Fitrah,Makanannya juga enak dan tempatnya comfy,5 bintang
Andi Alda Ompe,"Semuanya makanannya enak2 ,",5 bintang
Zavira Safwana,Enakk,5 bintang
Hendra Couwandy,Makanannya enak dan view nya bagus,5 bintang
Zahrah Aurelia,tempatnya bagus dan makanannya enak enak,5 bintang
Damraeni Juhari,"Alhamdulillah, enak dan recomended... Next time kesini lagi deh",5 bintang
Yulianti yasin,Makanannya enak dan kopi nya paling enak,5 bintang
Vanny Angrainy,"wow pelayanan ramaah, kakaknya baik dan cepet penyajiannyaa🫶🏻 terimakasih kak …",5 bintang
Hastuti Husain (Mami Naura),"Tempatnya nyaman,pelayanan ramah, di parkiran pun ramah dan baik",5 bintang
Indira Dewi Kasri,Selalu enak,5 bintang
Vanny Angrainy,"wow pelayanan ramaah, kakaknya baik dan cepet penyajiannyaa🫶🏻 terimakasih kak",5 bintang
St Hafidah Djabir,Tempatnya nyaman dan makanannya enak,5 bintang
Faiqah Azizul,Tempat dan makanannya Worth it👌 …,5 bintang
fanni herman,"Tempatnya nyama, seru, live music serta makanannya enak",5 bintang
Ayu Azharia,Makanan nya enak dan tempatnya nyamannn⭐️⭐️⭐️⭐️⭐️,5 bintang
Najma Najma,Makanannya enak,5 bintang
de Von,Tempatnya udah oke tapi sayang rasa makanannya seperti ada yg kurang,3 bintang
herwin sentosa,Makanannya enak. Pelayanam mantep,5 bintang
Muhammad Rasuldin Rauf,Makanan dan minumannya enak semua,5 bintang
Ardhi Di,"Tempat santai dan juga u jamuan rekanan atau lain nya. Oke banget, harga juga bersaing.",4 bintang
erdi fiat gumilang,"Makanan enak, minuman enak, mushola dan kamar mandi bersih",5 bintang
Faiqah Azizul,Tempat dan makanannya Worth it👌,5 bintang
Muhammad Aulia,Makanan dan harga cocok dan enak,5 bintang
ling elizabeth,"Food ok, serving time lbh baik lg yaa",4 bintang
Ronaldi Holiwono,"Makanan dan minumannya Ok, tempanya nyaman",5 bintang
Pink Heart,Bakalan datang lagi coba menu lainnya...soto betawinya lumayan enak,5 bintang
Dah Liya,"Layanannya bagus,, makanan enak 👍👍👍 …",4 bintang
Ervina Horisanto,"Makanannya oke, tempatnya bagus🧡🧡, kebersihan bagus👍👍 …",4 bintang
Inggrid Herman,Suka banget nongkrong disini. Suasana dan makanannya enak,5 bintang
Iqbal Han Saputra,Makanannya enak enak. Mantap,5 bintang
Shabrina Maharani,makanannya enak dan tempatnya bagus,5 bintang
Peggy Wikarsa,Makanan nya enak enakk,5 bintang
Dah Liya,"Layanannya bagus,, makanan enak 👍👍👍",4 bintang
Ervina Horisanto,"Makanannya oke, tempatnya bagus🧡🧡, kebersihan bagus👍👍",4 bintang
amira lestari,"Susananya nyaman dan tenang. Makanannya enak, 👌🏻 …",5 bintang
Sri Adinda,bagus pelayanan dan makanannya enak,5 bintang
Kasmawati,"Pelayanannya buruk,pesanan lama datang,katanya karyawan baru gak profesional",1 bintang
Annisa Dwi,One of my go to place. Goodfields coffee-nya favorite akuu! Servicenya ok bgt & tempatnya super comfyy!,5 bintang
Idha Uyha,Pelayanan lama skali sampai 2jam menunggu makanannya,2 bintang
Erlin Lai,"Pelayanan lamban, makanan yg keluar lama,pas mau pembayaran juga lama",1 bintang
Lenny h,Tempatnya sangat nyaman untuk nongkrong karena suasananya tenang,5 bintang
Donna Louise,"Makanannya enak2 , instagramable tempatnya ,trus waiternya ramah2",5 bintang
Andre Yo,Kurang puas aja karena menu makanan nasi goreng nya itu ayam goreng nya habis dan di ganti telur rebus  🤦‍♂️🤦‍♂️🤦‍♂️ …,3 bintang
Dior Winarto,Salmonnya fresh dan bailey mocha biscoffnya ndak keras sekali juga,5 bintang
amira lestari,"Susananya nyaman dan tenang. Makanannya enak, 👌🏻",5 bintang
Andre Yo,Kurang puas aja karena menu makanan nasi goreng nya itu ayam goreng nya habis dan di ganti telur rebus  🤦‍♂️🤦‍♂️🤦‍♂️,3 bintang
Regina n mommy,Pelayanan cepat makanannya juga enak..,5 bintang
Mcz Phantom,"Buat di lantai 2, tolong ditambah pegawainya.. soalnya hanya 1 orang dan kalau rame pasti kewalahan..terima kasih",5 bintang
Joe Cool,Makanan Western... Agak sulit dpt tempat jika belum memesan sebelumnya ... Sebaiknya reserve sebelumnya jika mau kesini,4 bintang
Natal Rante,bebeknya enakk,5 bintang
Rahayu Saputri,"Bagus, tempat aestetic bersih, cozy, makanan enak,",4 bintang
Mustika Mooi,Makanan enak dan terjangkau,4 bintang
Putri Rizkiah Utami,makananx enak,5 bintang
Elisa Wentari,"Puas makan di goodfield makanan, layanan dan suasana enak dan keren 😍 …",5 bintang
banana orange,"Tempatnya cozy, makanannya enak 👍👍👍👍👍 …",5 bintang
muh zinadin zidan,Makanannya enak polll dan tempatnya keren 🤩 …,5 bintang
Elisa Wentari,"Puas makan di goodfield makanan, layanan dan suasana enak dan keren 😍",5 bintang
banana orange,"Tempatnya cozy, makanannya enak 👍👍👍👍👍",5 bintang
muh zinadin zidan,Makanannya enak polll dan tempatnya keren 🤩,5 bintang
irvin nickolas,Enak dan cozy,5 bintang
Celine 123,Bagusss dan enak makanannya ya.,5 bintang
kayza aaliyah,"pelayanan ramah , iga bakar nya enak",5 bintang
Amelia Pantouw,Makanan nya enak,5 bintang
Ardinata Umra umar,ink fried rice with lidah sambal ijo nya highly recomended 🤤🤤 …,5 bintang
Wandy Liem,Good service dan makanan nya tidak pernah gagal di lidah.,5 bintang
Tenri Ola Oddang,Pesan chicken steak saus lemon nya juga enakkkkk,5 bintang
Muhammad Fajri Ramadan,"One of my favourite restaurant at the city, menu recomended buntut bakar dan iga bakar.....hmmmm yummyyy",5 bintang
Jess Djaja,Rasa makan enak suasana mendukung,5 bintang
ayla putri zulfiah,Makanan dan minumannya enak,5 bintang
Ardinata Umra umar,ink fried rice with lidah sambal ijo nya highly recomended 🤤🤤,5 bintang
Ratna Iweth,"Tempatnya asik.cozy...
Makanannya enaakk",5 bintang
maulana muhammad,"Pegawainya baik, makanannya enak, gercep",5 bintang
Fatwa Rahm Hajas,"Suasana nya bagus, pelayanannya ramah 😆 …",4 bintang
Ridwan Mattiro,Kakak manajemen Goodfields tolong diperbaiki alamat dan titik lokasinya. Nyasar ke tol loh tamu saya 😅 …,4 bintang
Fatmawatiwati wati,Makanannya enak smeua,5 bintang
Ellen Noviana Cahyadi,Happy krn anak2 suka dgn makanannya!,5 bintang
Ika Septiana,"Afforadable
Dari tempat, f&b semua okay dan sangat worth it",5 bintang
Nonces Sasabone,Suasana nyaman dan makan 👌 …,5 bintang
Suwandi Suhartanji,Suasananya mantap👍 …,5 bintang
Iman Go,Tempat makan dan suasana lumayan baik.,4 bintang
Fatwa Rahm Hajas,"Suasana nya bagus, pelayanannya ramah 😆",4 bintang
Nonces Sasabone,Suasana nyaman dan makan 👌,5 bintang
Suwandi Suhartanji,Suasananya mantap👍,5 bintang
Akhmad BJLatief,pelayaannya sangat baik dan makanannya enak,5 bintang
ivan s.j.,Makanannya enak banget,5 bintang
Delina Astona,Tempatnya cozy dan byk spot foto cantik 😍 …,5 bintang
kenn hagan,"Nyaman, dan enak, dagingnya lembut.",5 bintang
Azmi Fadhil,"pelayanan yang baik, makanan cepat disajikan 👍👍👍👍👍 …",5 bintang
Fahira Tahir,"Tempat bersih, makanan enak, Toilet bersih",5 bintang
dewi dawe,Makanannya enak,5 bintang
Herlina,Salah satu tempat favorit buat bersama keluarga,5 bintang
Nur Avia Astrini,"Soro betawinya enaak, suasananya enak, dekat kantorr",5 bintang
Surya Annysa,"pelayanan bagus, tempatnya cozy.",5 bintang
Delina Astona,Tempatnya cozy dan byk spot foto cantik 😍,5 bintang
Azmi Fadhil,"pelayanan yang baik, makanan cepat disajikan 👍👍👍👍👍",5 bintang
Shanti Syam,"Semuanya enak,, hanya kurang sambal😁 …",5 bintang
Amelia Thioriks,Makannya enak playanannya oke,5 bintang
Ariani Ananda Putri,"Menyenangkan dan ramah,makanan enak",5 bintang
Yusuf Laisa,Makan nya enak,5 bintang
Indah Febriany,"Disini sekedar makan dan meeting santai, okay banget",5 bintang
Arum Nursukwan,"Makanan enak, harga standar cafe",5 bintang
Anthony Lorento,"Interior nya ok, makanan nya ok.....recommend 🫰👍👍 …",5 bintang
nurul magfirah,Baguss banget,5 bintang
Gabriel Kapoyos,"Enak makanannya, Five stars 🔥🔥🔥🔥 …",5 bintang
Meivie Kaempuge,Tempatnya Nyaman...Minumannya enak,5 bintang
Shanti Syam,"Semuanya enak,, hanya kurang sambal😁",5 bintang
Anthony Lorento,"Interior nya ok, makanan nya ok.....recommend 🫰👍👍",5 bintang
Gabriel Kapoyos,"Enak makanannya, Five stars 🔥🔥🔥🔥",5 bintang
Nur Ainun,Mas nyaaa baik banget dimintain foto hihi makasih ya,5 bintang
Elson Wiputra,"Menu nya banyak dan enak""..",5 bintang
Musdalifa Assagaf,"Suasana familiar dan nyaman, bagus untuk kumpul kumpul keluarga atau arisan.",5 bintang
faisal satria,"Makanan,layanan,suasana semuanya oke",5 bintang
Firda Yanti,"Makanannya enak"" tmpatnya bagus untuk foto""",5 bintang
1037 _ Fikra Akmal,"Mantap dan enak, dan pelayanannya ramah",5 bintang
Ainun Azhari,Pelayanannya baik dan ramah banget🫶🏻 …,5 bintang
Kopral Jono,"T4 okay, variabel makanan okay..penyajian perlu lebih cepat...",5 bintang
Muhammad Akbar,Makanan enak-enak👍 …,5 bintang
namira yuni,Enak sambal ijo fried rice..mantap,5 bintang
Muhammad Akbar,Makanan enak-enak👍,5 bintang
Marschella Catlyn,tempatnya nyaman dan makanannya gaada yang gagal,5 bintang
Nurajirahmat hidayat,"Terbaik, suka pelayanannya.",5 bintang
lovely icha,Tempat yang seru buat kumpul bersama keluarga,5 bintang
Tuti Wijayanti,Enak banget...ramah...rekomended,5 bintang
Beatriex Iskandar,👍👍👍 …,5 bintang
A.TINI BPN,Nyaman dan makanannya enak2,5 bintang
Nur Ahlan C 19-1,Tempatnya bagus banget langganan banget dsini,4 bintang
Dewi Trisnawati,Tempatnya nyaman dan pelayanan baik,5 bintang
Achmad Taha,Layanan perbaikan dan pemeliharaan,5 bintang
D C,Pelayananx cepat dan enak makananx,5 bintang
Beatriex Iskandar,👍👍👍,5 bintang
Eka Wardani husain,Tempat rekomen untk nongkrng,5 bintang
Tantrie Sari,"Terbaik,,,,
Luar biasa",5 bintang
Widya Pranita,Bagus untuk nongki bersama keluarga dan teman,5 bintang
izha dwiputra,Good pelayanan tempat bersih dan nyaman,5 bintang
Ichwan Noor,Wah keren banget dapat es krim geratis,5 bintang
anton winarko,Makanan dan tempat enak,5 bintang
yanuar sumadi,Enak dan tempatnya bersih dan nyaman,5 bintang
ardi yansyah,Makananya enak,5 bintang
Tinny Ham Anto,nasi gorengnya enak,5 bintang
Kanaya Semmi,Bagus dan makanan enak-enak,5 bintang
himaru shirosuke,"Pelayanan yang bagus, suasananya jg bagus",5 bintang
Rahmi Madjid,Sangat memuaskan tempatx bagus,5 bintang
David Hamdani,Staff nya ok.view nya kurang,5 bintang
Wenny Tansir,Pelayanan dan makanan mntp bgt,5 bintang
Airin Mappewali,Iga bakar nya enak,5 bintang
Takdir Amir,Tempat Bagus ...,5 bintang
Sri Murdiningsi Inci,Tempatx nyaman dan rasax mantap,5 bintang
Devy Mayasari,Pizzanya enak tempat cozy,5 bintang
Nur Fitriani,"Servicenya cepat, tempatnya juga adem",5 bintang
KIM HIRATAA,"T4 yg mewah dan bersih, nyaman buat bersama keluarga",5 bintang
Ade Paradita,pelayanannya sangat ramah dan gercep!!!,5 bintang
raynald ariffin,Nyaman suasanax.pegawaix jg ramah.,5 bintang
fahri ari,Lumayan untuk makan dan acara keluarga,4 bintang
omi Khoan,Makanannya sesuai dengan expetasi,5 bintang
VALERI CHRISTIAN RUDINIE,makann enak da pelayanan oke,5 bintang
Ira Doc,Semua makanannya enak,5 bintang
Hasna Tjella,Makanannya lama baru di hidangkan...,4 bintang
Wira Wan,asyik buat nongkrong rame2,5 bintang
lisa febriani,Saladnya ok bangett,5 bintang
Dhani Alfaridzi,Pelayanan bagus tempat nyaman,5 bintang
lia zulkifli,Makanannya enaak,5 bintang
ALIF AHSAN,Minuman virgin mojito dan chiken pansir andalan guee,5 bintang
isma azis riu,Suka banget suasana dan makanannya,4 bintang
Ash Giselle,enak dan menu variatif,5 bintang
Jamil Emil,"Tempat nongkrong kekinian, banyak spot foto2,👍 …",5 bintang
moch firdaus,Mantap enak semua,5 bintang
Akifah Hanaria Hawwa,Tempat yang sangat indah ges yakkkk,5 bintang
Hadi Purnomo,Salah satu tempat nongkrong yang cukup keren dan gaul di kota Makassar,5 bintang
E** D** R***,"Tempat favorite, semua enak",5 bintang
Merli Gosal,Cafe baru ...enak pizzanya yg tipis,5 bintang
Muhammad Firmansyah,Tempatnya sangat bagus 😍 …,5 bintang
Fenty Ervina,Baik,5 bintang
Mustika Atika,Bagus banget tempatnya 💗 …,5 bintang
stfathirah s,"pastanya enakk, pelayanannya juga baguss❤❤",5 bintang
Windarti Fauziah,Nyaman,5 bintang
Risaldi Trifaldi,Pesanan lama datang,1 bintang
Syamsiarni Tyas,Soto betawinya enak,5 bintang
Putry Yunan,enak bgt bgtt🙏🏻🙏🏻🙏🏻 …,5 bintang
puank utha,Cozy.... Pokoknya nyaman bgt,5 bintang
Oktavianus Samrid,Tempatnya bagus dan recomended,5 bintang
Muhammad Firmansyah,Tempatnya sangat bagus 😍,5 bintang
Mustika Atika,Bagus banget tempatnya 💗,5 bintang
Putry Yunan,enak bgt bgtt🙏🏻🙏🏻🙏🏻,5 bintang
86 PROPERTY OFFICE,Makanan bintang 5. Kualitas jg bintang 5..,5 bintang
henry thesman,Mantap pelayanannya,5 bintang
Khafifah Putri,mantap pelayanannya,5 bintang
Bukit Sabda Bahagia,Makanan dan tempatx enk dan nyaman,5 bintang
Suci Astriani,Suasana dan live musicnya cozy,5 bintang
Esthi Pramundhari,Tempat nya bagus pelayanannya bagus,5 bintang
Divi Yunita,enakkkk,5 bintang
adirizaldi amir,Enak makanannya,5 bintang
Hanafiah Hanafiah,"Eunak Rekomen
Wajib dicoba Salmon Saladnya👍 …",5 bintang
Alifiah Azzalea Aliesha Azzahra,Salmon dan mango passion recomended,5 bintang
Carini Binti Taryam,Enak dan bagus tempatnya,5 bintang
Ismha Lovely,Recomended 👍👍👍👍👍 …,5 bintang
Ajeng Ismawati,pelayanannya cepat,5 bintang
Raditya R R,Cozy tempatnya,5 bintang
achmad fadjrie,Makanan enak,5 bintang
Jemmy Jonatan,Makanan enak,5 bintang
halida sasmita Ibk Nitro,Semoga SMKN sukses.,5 bintang
Maya Wlndrii,Tempatnya bersih dan nyaman,5 bintang
Fajar Bellamy,makanannya uenakkk abisssss,5 bintang
Aisyah Icha,Makanan enak,5 bintang
iqra Musfahira,enakk bgtt plus nge top,5 bintang
Rina Rinn,Tempatnya nyaman,5 bintang
J-Rush,Nyaman utk suasananya,5 bintang
Virginia Kelly,Tempatnya nyaman,5 bintang
Irma Amir,Recomended,1 bintang
Endy 3,Terlalu lama penyajian makanannya,5 bintang
Moza Repla,Nunggu makanan 1 jam,1 bintang
Maghfirah Syahrim,Tempatnya nyaman,5 bintang
Fitri Fathonah,Tempatnya nyaman,5 bintang
aourelya savira,Pelayanannya sangat baik,5 bintang
